"Author","Year","Art_ID","Experimental_Unit","Group","Species","Strain","Sex","Age_wks","Duration_wks","Method","Diet_P","Diet_C","Diet_F","Diet_Iso","Diet_Leu","Diet_Val","Diet_BCAA","Diet_kJ_g","Trait","Time_fasted","Change_Adjusted","n","Mean","SD","unique_ID"
"Lollo",2012,38,"38_1","38_1_1","R","Wistar_rat","M",NA,4,"ad_lib",19.42,72.58,8,1.02,1.72,1.21,3.95,14.9,"intake",0,NA,6,16.55,0.670820393,"38_1"
"Lollo",2012,38,"38_1","38_1_2","R","Wistar_rat","M",NA,4,"ad_lib",24.56,67.44,8,1.02,6.86,1.21,9.09,14.9,"intake",0,NA,6,17.8,0.782623792,"38_1"
"Lollo",2012,38,"38_1","38_1_3","R","Wistar_rat","M",NA,4,"ad_lib",26.32,65.7,8,1.02,8.62,1.21,10.85,14.9,"intake",0,NA,6,14.9,0.670820393,"38_1"
"Lollo",2012,38,"38_1","38_1_4","R","Wistar_rat","M",NA,4,"ad_lib",22.85,69.15,8,5.15,1.21,7.38,13.74,14.9,"intake",0,NA,6,16.89,1.073312629,"38_1"
"Lollo",2012,38,"38_2","38_2_1","R","Wistar_rat","M",NA,4,"ad_lib",19.3,72.7,8,1.32,1.92,1.1,4.34,14.9,"intake",0,NA,6,16,0.245967478,"38_2"
"Lollo",2012,38,"38_2","38_2_2","R","Wistar_rat","M",NA,4,"ad_lib",22.7,69.3,8,1.32,5.32,1.1,7.74,14.9,"intake",0,NA,6,16.4,0.357770876,"38_2"
"Lollo",2012,38,"38_2","38_2_3","R","Wistar_rat","M",NA,4,"ad_lib",24.42,67.58,8,1.32,7.04,1.1,9.46,14.9,"intake",0,NA,6,17.33,0.245967478,"38_2"
"Lollo",2012,38,"38_2","38_2_4","R","Wistar_rat","M",NA,4,"ad_lib",26.12,65.88,8,1.32,8.72,1.1,11.14,14.9,"intake",0,NA,6,15.4,0.380131556,"38_2"
"Mandal",2012,39,"39_1","39_1_1","R","unk_rat","B",NA,4,"ad_lib",8,44,48,0.146,0.25,0.16,0.556,9.57,"intake",0,NA,5,6.13,0.15,"39_1"
"Mandal",2012,39,"39_1","39_1_2","R","unk_rat","B",NA,4,"ad_lib",8.54,65.45,26,0.167,0.29,0.18,0.637,17.38,"intake",0,NA,5,7.07,0.08,"39_1"
