"Author","Year","Art_ID","Experimental_Unit","Group","Species","Strain","Sex","Age_wks","Duration_wks","Method","Diet_P","Diet_C","Diet_F","Diet_Iso","Diet_Leu","Diet_Val","Diet_BCAA","Diet_kJ_g","Trait","Time_fasted","Change_Adjusted","n","Mean","SD","unique_ID"
"Konishi ",1982,73,"73_1","73_1_1","R","Sprague_Dawley_rat","M",NA,3,"ad_lib",11.41,75.84,12.75,0.42,1.18,0.58,2.18,14.9,"circ_iso",2,NA,6,3.112,0.677528597,"73_1"
"Konishi ",1982,73,"73_1","73_1_2","R","Sprague_Dawley_rat","M",NA,3,"ad_lib",11.41,75.84,12.75,0.42,1.61,0.58,2.61,14.9,"circ_iso",2,NA,6,2.807,0.576905538,"73_1"
"Konishi ",1982,73,"73_2","73_2_1","R","Sprague_Dawley_rat","M",NA,3,"ad_lib",11.41,75.84,12.75,0.4,0.81,0.69,1.9,14.9,"circ_iso",0,NA,6,3.021,0.219134662,"73_2"
"Konishi ",1982,73,"73_2","73_2_2","R","Sprague_Dawley_rat","M",NA,3,"ad_lib",11.41,75.84,12.75,0.4,1.54,0.69,2.63,14.9,"circ_iso",0,NA,6,2.805,0.605974422,"73_2"
"Soemitro ",1989,79,"79_1","79_1_2","R","Sprague_Dawley_rat","M",NA,1.285714,"meal_fed",9.95,78.92,11.12,0.47,0.86,0.63,1.96,17.1,"circ_iso",0,NA,5,87,NA,"79_1"
"Soemitro ",1989,79,"79_1","79_1_3","R","Sprague_Dawley_rat","M",NA,1.285714,"meal_fed",19.91,68.97,11.12,0.94,1.71,1.25,3.9,17.1,"circ_iso",0,NA,5,143,26,"79_1"
"Soemitro ",1989,79,"79_1","79_1_4","R","Sprague_Dawley_rat","M",NA,1.285714,"meal_fed",29.85,59.02,11.12,1.42,2.57,1.88,5.87,17.1,"circ_iso",0,NA,5,176,NA,"79_1"
"Soemitro ",1989,79,"79_1","79_1_5","R","Sprague_Dawley_rat","M",NA,1.285714,"meal_fed",49.76,39.11,11.12,2.36,4.28,3.13,9.77,17.1,"circ_iso",0,NA,5,277,NA,"79_1"
"Owens ",1994,83,"83_1","83_1_1","R","Sprague_Dawley_rat","M",NA,2.857143,"ad_lib",11.7,79.16,9.14,0.49,0.75,0.49,1.73,16.6,"circ_iso",0,NA,4,0.08,NA,"83_1"
"Owens ",1994,83,"83_1","83_1_2","R","Sprague_Dawley_rat","M",NA,2.857143,"ad_lib",11.85,79.01,9.14,0.49,0.9,0.49,1.88,16.6,"circ_iso",0,NA,4,0.063,NA,"83_1"
"Peters",1985,87,"87_1","87_1_2","R","King_rat","M",NA,1.6,"ad_lib",9.437694264,80.22040124,10.34190449,0.496422718,0.748409155,0.574755581,1.819587454,17.695,"circ_iso",0,NA,5,0.106,NA,"87_1"
"Peters",1985,87,"87_1","87_1_3","R","King_rat","M",NA,1.6,"ad_lib",14.1565414,75.50155411,10.34190449,0.744634077,1.122613733,0.862133371,2.729381181,17.695,"circ_iso",0,NA,5,0.128,NA,"87_1"
"Peters",1985,87,"87_1","87_1_4","R","King_rat","M",NA,1.6,"ad_lib",18.87538853,70.78270698,10.34190449,0.992845437,1.49681831,1.149511161,3.639174908,17.695,"circ_iso",0,NA,5,0.157,NA,"87_1"
"Peters",1985,87,"87_1","87_1_5","R","King_rat","M",NA,1.6,"ad_lib",23.59423566,66.06385985,10.34190449,1.241056796,1.871022888,1.436888952,4.548968636,17.695,"circ_iso",0,NA,5,0.178,NA,"87_1"
"Peters",1985,87,"87_1","87_1_6","R","King_rat","M",NA,1.6,"ad_lib",28.31308279,61.34501272,10.34190449,1.489268155,2.245227465,1.724266742,5.458762362,17.695,"circ_iso",0,NA,5,0.23,NA,"87_1"
"Peters",1985,87,"87_1","87_1_7","R","King_rat","M",NA,1.6,"ad_lib",33.03192992,56.62616558,10.34190449,1.737479514,2.619432043,2.011644532,6.368556089,17.695,"circ_iso",0,NA,5,0.255,NA,"87_1"
"Peters",1985,87,"87_1","87_1_8","R","King_rat","M",NA,1.6,"ad_lib",37.75077706,51.90731845,10.34190449,1.985690873,2.993636621,2.299022323,7.278349817,17.695,"circ_iso",0,NA,5,0.268,NA,"87_1"
"Peters",1985,87,"87_1","87_1_9","R","King_rat","M",NA,1.6,"ad_lib",42.46962419,47.18847132,10.34190449,2.233902232,3.367841198,2.586400113,8.188143543,17.695,"circ_iso",0,NA,5,0.341,NA,"87_1"
"Peters",1985,87,"87_1","87_1_10","R","King_rat","M",NA,1.6,"ad_lib",47.18847132,42.46962419,10.34190449,2.482113591,3.742045776,2.873777903,9.09793727,17.695,"circ_iso",0,NA,5,0.344,NA,"87_1"
"Peters",1985,87,"87_1","87_1_11","R","King_rat","M",NA,1.6,"ad_lib",51.90731845,37.75077706,10.34190449,2.730324951,4.116250353,3.161155694,10.007730998,17.695,"circ_iso",0,NA,5,0.373,NA,"87_1"
"Peters",1985,87,"87_1","87_1_12","R","King_rat","M",NA,1.6,"ad_lib",56.62616558,33.03192992,10.34190449,2.97853631,4.490454931,3.448533484,10.917524725,17.695,"circ_iso",0,NA,5,0.459,NA,"87_1"
"Peters",1985,87,"87_1","87_1_13","R","King_rat","M",NA,1.6,"ad_lib",61.34501272,28.31308279,10.34190449,3.226747669,4.864659508,3.735911274,11.827318451,17.695,"circ_iso",0,NA,5,0.464,NA,"87_1"
"Peters",1985,87,"87_1","87_1_14","R","King_rat","M",NA,1.6,"ad_lib",66.06385985,23.59423566,10.34190449,3.474959028,5.238864086,4.023289065,12.737112179,17.695,"circ_iso",0,NA,5,0.594,NA,"87_1"
"Peters",1985,87,"87_1","87_1_15","R","King_rat","M",NA,1.6,"ad_lib",70.78270698,18.87538853,10.34190449,3.723170387,5.613068663,4.310666855,13.646905905,17.695,"circ_iso",0,NA,5,0.577,NA,"87_1"
"Solon-Biet",2014,93,"93_1","93_1_1","M","C57Bl6_mouse","B",60,57,"ad_lib",5,75,20,0.263,0.3965,0.3045,0.964,13,"circ_iso",4,NA,4,6.1025,2.543414699,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_2","M","C57Bl6_mouse","B",60,57,"ad_lib",5,48,48,0.263,0.3965,0.3045,0.964,17,"circ_iso",4,NA,7,6.915714286,1.166288374,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_3","M","C57Bl6_mouse","B",60,57,"ad_lib",5,20,75,0.263,0.3965,0.3045,0.964,17,"circ_iso",4,NA,4,6.3625,0.475490974,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_4","M","C57Bl6_mouse","B",60,57,"ad_lib",5,75,20,0.263,0.3965,0.3045,0.964,17,"circ_iso",4,NA,4,9.235,1.527317911,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_5","M","C57Bl6_mouse","B",60,57,"ad_lib",14,57,29,0.7364,1.1102,0.8526,2.6992,8,"circ_iso",4,NA,2,10.91,2.870853532,"93_1"
"Solon-Biet",2014,93,"93_1","93_1_6","M","C57Bl6_mouse","B",60,57,"ad_lib",14,29,57,0.7364,1.1102,0.8526,2.6992,8,"circ_iso",4,NA,4,7.705,1.437416664,"93_1"
